State,Year,Quarter,District,Transaction_count,Transaction_amount
Uttar Pradesh,2020,4,Rae Bareli,949686,2094791838.7043161
Uttar Pradesh,2020,4,Firozabad,1433503,3064998559.656325
Uttar Pradesh,2020,4,Kheri,1112322,2108209768.269709
Uttar Pradesh,2020,4,Gorakhpur,4537853,10798676241.77105
Uttar Pradesh,2020,4,Unnao,1021144,2072417707.041017
Uttar Pradesh,2020,4,Prayagraj,6423026,12760082970.572111
Uttar Pradesh,2020,4,Sonbhadra,1375197,3033686641.744792
Uttar Pradesh,2020,4,Ghazipur,1956174,4725819574.254914
Uttar Pradesh,2020,4,Farrukhabad,831323,1765789379.3673992
Uttar Pradesh,2020,4,Kannauj,639599,1379451056.652168
Uttar Pradesh,2020,4,Azamgarh,2036037,4814095317.231253
Uttar Pradesh,2020,4,Ayodhya,1547673,3524811463.26251
Uttar Pradesh,2020,4,Deoria,2392279,5497955866.7672825
Uttar Pradesh,2020,4,Ghaziabad,15220234,24565353557.018074
Uttar Pradesh,2021,1,Amethi,877998,2019421035.544012
Uttar Pradesh,2021,1,Siddharthnagar,1151889,3465239203.207726
Uttar Pradesh,2021,1,Auraiya,769110,1728417436.1610992
Uttar Pradesh,2021,1,Sambhal,713188,2096832820.641212
Uttar Pradesh,2021,1,Kanpur Nagar,6948497,13274223178.294432
Uttar Pradesh,2021,1,Aligarh,3639658,7418381922.136725
Uttar Pradesh,2021,1,Mahoba,330542,797978338.2421438
Uttar Pradesh,2021,1,Lucknow,35616880,66268662302.66503
Uttar Pradesh,2021,1,Sant Kabeer Nagar,785067,2292341220.026307
Uttar Pradesh,2021,1,Hathras,904106,2007237611.738407
Uttar Pradesh,2021,1,Budaun,860365,2064814361.110033
Uttar Pradesh,2021,1,Moradabad,2141475,5315834859.740384
Uttar Pradesh,2021,1,Kushinagar,2430660,6154525833.709659
Uttar Pradesh,2021,1,Baghpat,1269717,2815148600.931804
Uttar Pradesh,2021,1,Shahjahanpur,942125,2093378695.1951659
Uttar Pradesh,2021,1,Muzaffarnagar,2056338,4554139218.27136
Uttar Pradesh,2021,1,Ambedkar Nagar,973066,2270163374.169352
Uttar Pradesh,2021,1,Bahraich,753675,1975803618.5803041
Uttar Pradesh,2021,1,Jalaun,838073,1971780173.5989063
Uttar Pradesh,2021,1,Rampur,860337,2233156797.522419
Uttar Pradesh,2021,1,Ballia,1812583,4179409523.6494203
Uttar Pradesh,2021,1,Shravasti,192450,539637266.7573034
Uttar Pradesh,2021,1,Kasganj,494513,1147686148.95707
Uttar Pradesh,2021,1,Varanasi,5807048,10950765766.98153
Uttar Pradesh,2021,1,Gautam Buddha Nagar,31352951,37748670525.23869
Uttar Pradesh,2021,1,Basti,1317427,3736440480.901113
Uttar Pradesh,2021,1,Shamli,813526,1983208486.1633
Uttar Pradesh,2021,1,Maharajganj,1226115,3416557865.3637238
Uttar Pradesh,2021,1,Etawah,1056534,2208046405.87211
Uttar Pradesh,2021,1,Etah,752911,1763562812.7743661
Uttar Pradesh,2021,1,Banda,478856,1080201354.8981411
Uttar Pradesh,2021,1,Bijnor,1776010,4258199699.737984
Uttar Pradesh,2021,1,Hardoi,928482,2045360766.5230372
Uttar Pradesh,2021,1,Balrampur,585060,1872826651.5785851
Uttar Pradesh,2021,1,Amroha,1070707,2714682985.8695583
Uttar Pradesh,2021,1,Pilibhit,690076,1485572502.494791
Uttar Pradesh,2021,1,Mainpuri,879113,2088080638.9358199
Uttar Pradesh,2021,1,Kanpur Dehat,786955,1844894490.734188
Uttar Pradesh,2021,1,Jaunpur,2218994,5134456266.426699
Uttar Pradesh,2021,1,Kaushambi,427365,1039916138.5923929
Uttar Pradesh,2021,1,Hapur,1787385,3374025881.773706
Uttar Pradesh,2021,1,Hamirpur,448033,1082453707.959901
Uttar Pradesh,2021,1,Meerut,6883062,13712809242.556301
Uttar Pradesh,2021,1,Mathura,3300059,6630958776.858941
Uttar Pradesh,2021,1,Chitrakoot,305595,774496740.379127
Uttar Pradesh,2021,1,Lalitpur,715812,1451266508.779641
Uttar Pradesh,2021,1,Mau,885573,2070273659.6743581
Uttar Pradesh,2021,1,Mirzapur,1069333,2624527845.0115094
Uttar Pradesh,2021,1,Bulandshahr,2844618,5734398738.267788
Uttar Pradesh,2021,1,Gonda,1238540,3632237997.5365334
Uttar Pradesh,2021,1,Jhansi,2604380,5548819990.074663
Uttar Pradesh,2021,1,Chandauli,1072974,2447762420.8728514
Uttar Pradesh,2021,1,Bhadohi,740300,1518741542.0093741
Uttar Pradesh,2021,1,Pratapgarh,1348590,3070050051.9793777
Uttar Pradesh,2021,1,Saharanpur,3177302,7147730126.368416
Uttar Pradesh,2021,1,Bara Banki,1080613,2239233917.573295
Uttar Pradesh,2021,1,Bareilly,3013200,6487088451.990205
Uttar Pradesh,2021,1,Sitapur,983750,2091781556.8922808
Uttar Pradesh,2021,1,Sultanpur,1072868,2443671436.5467277
Uttar Pradesh,2021,1,Agra,5773733,11198658827.14423
Uttar Pradesh,2021,1,Fatehpur,707603,1636407066.782263
Uttar Pradesh,2021,1,Rae Bareli,955313,2124119307.8524141
Uttar Pradesh,2021,1,Firozabad,1522752,3283806271.173643
Uttar Pradesh,2021,1,Kheri,1095771,2220238733.5807543
Uttar Pradesh,2021,1,Gorakhpur,4804502,10959348578.905521
Uttar Pradesh,2021,1,Unnao,948502,2012532903.094055
Uttar Pradesh,2021,1,Prayagraj,7886986,14358916730.34151
Uttar Pradesh,2021,1,Sonbhadra,1364012,3198874050.985406
Uttar Pradesh,2021,1,Ghazipur,1811693,4421012962.406709
Uttar Pradesh,2021,1,Farrukhabad,860342,1865618375.0222893
Uttar Pradesh,2021,1,Kannauj,666139,1477658098.5551531
Uttar Pradesh,2021,1,Azamgarh,1797181,4355952038.127698
Uttar Pradesh,2021,1,Ayodhya,1655673,3705175547.987315
Uttar Pradesh,2021,1,Deoria,2146841,4966425528.39567
Uttar Pradesh,2021,1,Ghaziabad,16400075,26364856584.17089
Uttar Pradesh,2021,2,Amethi,1291021,2832735535.699919
Uttar Pradesh,2021,2,Siddharthnagar,1771043,5238148009.774738
Uttar Pradesh,2021,2,Auraiya,1059958,2271182442.5842886
Uttar Pradesh,2021,2,Sambhal,950489,2603854883.488303
Uttar Pradesh,2021,2,Kanpur Nagar,7585841,14935346898.47676
Uttar Pradesh,2021,2,Aligarh,4566809,9169523754.569006
Uttar Pradesh,2021,2,Mahoba,475867,1122285761.4014442
Uttar Pradesh,2021,2,Lucknow,41241215,78447443137.55058
Uttar Pradesh,2021,2,Sant Kabeer Nagar,1131079,3117195181.2863383
Uttar Pradesh,2021,2,Hathras,1233619,2575616559.2251897
Uttar Pradesh,2021,2,Budaun,1191301,2835775507.3737903
Uttar Pradesh,2021,2,Moradabad,2635770,6178755186.138968
Uttar Pradesh,2021,2,Kushinagar,3460610,8429294860.665513
Uttar Pradesh,2021,2,Baghpat,1615699,3316713347.549141
Uttar Pradesh,2021,2,Shahjahanpur,1219746,2649333007.452417
Uttar Pradesh,2021,2,Muzaffarnagar,2598478,5313834601.551631
Uttar Pradesh,2021,2,Ambedkar Nagar,1395101,3153326970.8847313
Uttar Pradesh,2021,2,Bahraich,979428,2471432397.367072
Uttar Pradesh,2021,2,Jalaun,1201881,2794963213.0666
Uttar Pradesh,2021,2,Rampur,1178718,2785287278.3513594
Uttar Pradesh,2021,2,Ballia,2697371,6275453286.234028
Uttar Pradesh,2021,2,Shravasti,256597,691032815.4884499
Uttar Pradesh,2021,2,Kasganj,733957,1665220089.712901
Uttar Pradesh,2021,2,Varanasi,6220925,12596441736.91913
Uttar Pradesh,2021,2,Gautam Buddha Nagar,29169349,37072547539.885414
Uttar Pradesh,2021,2,Basti,1918966,5115399590.735217
Uttar Pradesh,2021,2,Shamli,1072971,2401068641.515444
Uttar Pradesh,2021,2,Maharajganj,1721504,4527845152.121863
Uttar Pradesh,2021,2,Etawah,1408727,2954500857.392323
Uttar Pradesh,2021,2,Etah,1059378,2358179714.114483
Uttar Pradesh,2021,2,Banda,666585,1534671516.514325
Uttar Pradesh,2021,2,Bijnor,2371176,5226002636.104571
Uttar Pradesh,2021,2,Hardoi,1291751,2807238923.688106
Uttar Pradesh,2021,2,Balrampur,876332,2832035100.1036987
Uttar Pradesh,2021,2,Amroha,1436225,3484451693.2629733
Uttar Pradesh,2021,2,Pilibhit,862297,1858665233.3495812
Uttar Pradesh,2021,2,Mainpuri,1262286,2847133297.048861
Uttar Pradesh,2021,2,Kanpur Dehat,1063446,2345874310.797373
Uttar Pradesh,2021,2,Jaunpur,3527787,8346542710.10446
Uttar Pradesh,2021,2,Kaushambi,599546,1363345221.39682
Uttar Pradesh,2021,2,Hapur,2140953,3877150518.068894
Uttar Pradesh,2021,2,Hamirpur,625781,1561116989.433439
Uttar Pradesh,2021,2,Meerut,8599202,16511763499.945711
Uttar Pradesh,2021,2,Mathura,3781704,7820282307.5568075
Uttar Pradesh,2021,2,Chitrakoot,419599,1035222412.193137
Uttar Pradesh,2021,2,Lalitpur,896705,1901077448.35905
Uttar Pradesh,2021,2,Mau,1368848,3198341071.487499
Uttar Pradesh,2021,2,Mirzapur,1444919,3465894982.2956758
Uttar Pradesh,2021,2,Bulandshahr,3724506,7163334352.956653
Uttar Pradesh,2021,2,Gonda,1653720,4916193446.703892
Uttar Pradesh,2021,2,Jhansi,2982163,6619698982.316277
Uttar Pradesh,2021,2,Chandauli,1443308,3271412184.826103
Uttar Pradesh,2021,2,Bhadohi,1129475,2282034124.919934
Uttar Pradesh,2021,2,Pratapgarh,2122304,4688141698.379786
Uttar Pradesh,2021,2,Saharanpur,3974722,8397866311.390787
Uttar Pradesh,2021,2,Bara Banki,1320689,2653152866.685407
Uttar Pradesh,2021,2,Bareilly,3642839,7772801500.166232
Uttar Pradesh,2021,2,Sitapur,1217768,2551042837.4142833
Uttar Pradesh,2021,2,Sultanpur,1560506,3446743838.535882
Uttar Pradesh,2021,2,Agra,6542679,12895519153.39743
Uttar Pradesh,2021,2,Fatehpur,1010271,2222238216.5209403
Uttar Pradesh,2021,2,Rae Bareli,1273154,2743834773.460474
Uttar Pradesh,2021,2,Firozabad,1991790,4210273416.3512893
Uttar Pradesh,2021,2,Kheri,1324392,2724984051.025152
Uttar Pradesh,2021,2,Gorakhpur,5995988,13762240584.65346
Uttar Pradesh,2021,2,Unnao,1265296,2629057684.784964
Uttar Pradesh,2021,2,Prayagraj,8039353,15903938690.16954
Uttar Pradesh,2021,2,Sonbhadra,1762236,3894345602.344333
Uttar Pradesh,2021,2,Ghazipur,2732309,6649631899.684622
Uttar Pradesh,2021,2,Farrukhabad,1169320,2422980479.7434297
Uttar Pradesh,2021,2,Kannauj,922056,1960303336.298243
Uttar Pradesh,2021,2,Azamgarh,2801633,6746447550.13839
Uttar Pradesh,2021,2,Ayodhya,2136111,4668997701.533086
Uttar Pradesh,2021,2,Deoria,3134141,7292191608.433684
Uttar Pradesh,2021,2,Ghaziabad,16797842,27766534443.25959
Uttar Pradesh,2021,3,Amethi,1432987,2991984023.689389
Uttar Pradesh,2021,3,Siddharthnagar,1900350,4989701189.671115
Uttar Pradesh,2021,3,Auraiya,1209709,2460106089.724102
Uttar Pradesh,2021,3,Sambhal,1165060,3000087397.731041
Uttar Pradesh,2021,3,Kanpur Nagar,9924366,18370977249.144783
Uttar Pradesh,2021,3,Aligarh,5783351,10758162334.81887
Uttar Pradesh,2021,3,Mahoba,564382,1262535755.506513
Uttar Pradesh,2021,3,Lucknow,51055467,85371248453.0547
Uttar Pradesh,2021,3,Sant Kabeer Nagar,1226316,3163489104.685246
Uttar Pradesh,2021,3,Hathras,1456794,2920923912.334259
Uttar Pradesh,2021,3,Budaun,1402499,3206852300.2315803
Uttar Pradesh,2021,3,Moradabad,3495607,7982151458.620956
Uttar Pradesh,2021,3,Kushinagar,3903790,8548717443.881107
Uttar Pradesh,2021,3,Baghpat,1963566,3826283487.80909
Uttar Pradesh,2021,3,Shahjahanpur,1457389,3026469076.5476294
Uttar Pradesh,2021,3,Muzaffarnagar,3372515,6682303228.9075775
Uttar Pradesh,2021,3,Ambedkar Nagar,1612004,3330526102.000403
Uttar Pradesh,2021,3,Bahraich,1170925,2887355868.941761
Uttar Pradesh,2021,3,Jalaun,1371815,2851822961.435718
Uttar Pradesh,2021,3,Rampur,1509589,3480796654.6542726
Uttar Pradesh,2021,3,Ballia,2997745,6087347240.820578
Uttar Pradesh,2021,3,Shravasti,292406,759478872.0943506
Uttar Pradesh,2021,3,Kasganj,845076,1854359208.312034
Uttar Pradesh,2021,3,Varanasi,8732870,15613135907.982641
Uttar Pradesh,2021,3,Gautam Buddha Nagar,41878965,51051292560.45668
Uttar Pradesh,2021,3,Basti,2117401,5102064272.016851
Uttar Pradesh,2021,3,Shamli,1350652,2889487477.445092
Uttar Pradesh,2021,3,Maharajganj,1907623,4542182232.795921
Uttar Pradesh,2021,3,Etawah,1751198,3348945079.64544
Uttar Pradesh,2021,3,Etah,1250567,2680422999.7192135
Uttar Pradesh,2021,3,Banda,750234,1604369269.25751
Uttar Pradesh,2021,3,Bijnor,2853274,6119371062.273776
Uttar Pradesh,2021,3,Hardoi,1462511,3062964608.0744452
Uttar Pradesh,2021,3,Balrampur,949686,2733277548.259368
Uttar Pradesh,2021,3,Amroha,1863489,4430878704.473913
Uttar Pradesh,2021,3,Pilibhit,1028868,2137216869.357106
Uttar Pradesh,2021,3,Mainpuri,1504210,3093054279.774779
Uttar Pradesh,2021,3,Kanpur Dehat,1201280,2529651987.6514144
Uttar Pradesh,2021,3,Jaunpur,3642913,7707232035.015044
Uttar Pradesh,2021,3,Kaushambi,666332,1504791825.833373
Uttar Pradesh,2021,3,Hapur,2779827,4830713291.818356
Uttar Pradesh,2021,3,Hamirpur,679825,1544614824.782372
Uttar Pradesh,2021,3,Meerut,11446543,20511958929.64806
Uttar Pradesh,2021,3,Mathura,5366708,9975087226.515333
Uttar Pradesh,2021,3,Chitrakoot,486937,1162752066.8833752
Uttar Pradesh,2021,3,Lalitpur,1183461,2289732280.6600018
Uttar Pradesh,2021,3,Mau,1558413,3270513458.849221
Uttar Pradesh,2021,3,Mirzapur,1660285,3688336993.535333
Uttar Pradesh,2021,3,Bulandshahr,4485740,8207997591.971816
Uttar Pradesh,2021,3,Gonda,1802378,4861820824.77202
Uttar Pradesh,2021,3,Jhansi,3964812,8069296333.674434
Uttar Pradesh,2021,3,Chandauli,1717344,3567450236.458875
Uttar Pradesh,2021,3,Bhadohi,1208545,2188636993.278907
Uttar Pradesh,2021,3,Pratapgarh,2218744,4610555980.163965
Uttar Pradesh,2021,3,Saharanpur,5425174,10603863030.79686
Uttar Pradesh,2021,3,Bara Banki,1717669,3313670067.428597
Uttar Pradesh,2021,3,Bareilly,4732687,9684505908.039417
Uttar Pradesh,2021,3,Sitapur,1443988,2926171515.696319
Uttar Pradesh,2021,3,Sultanpur,1759364,3539291600.850237
Uttar Pradesh,2021,3,Agra,8882859,16295735776.09449
Uttar Pradesh,2021,3,Fatehpur,1137279,2421811564.900484
Uttar Pradesh,2021,3,Rae Bareli,1560143,3226659341.059825
Uttar Pradesh,2021,3,Firozabad,2482333,4941421309.180453
Uttar Pradesh,2021,3,Kheri,1683983,3168218255.345901
Uttar Pradesh,2021,3,Gorakhpur,7464913,15458247189.130362
Uttar Pradesh,2021,3,Unnao,1494326,2955790506.180651
Uttar Pradesh,2021,3,Prayagraj,10478343,18012924107.458782
Uttar Pradesh,2021,3,Sonbhadra,2272254,4572921231.745972
Uttar Pradesh,2021,3,Ghazipur,3099833,6693077487.048706
Uttar Pradesh,2021,3,Farrukhabad,1396354,2856384921.110854
Uttar Pradesh,2021,3,Kannauj,1119778,2274773428.658477
Uttar Pradesh,2021,3,Azamgarh,3399046,7232527336.987108
Uttar Pradesh,2021,3,Ayodhya,2599534,5326681608.8351755
Uttar Pradesh,2021,3,Deoria,3449405,7079084977.606379
Uttar Pradesh,2021,3,Ghaziabad,22358776,35753594948.112404
Uttar Pradesh,2021,4,Amethi,1985307,4384578231.652985
Uttar Pradesh,2021,4,Siddharthnagar,2497885,6845435151.145912
Uttar Pradesh,2021,4,Auraiya,1617537,3459745163.709288
Uttar Pradesh,2021,4,Sambhal,1665452,4439827282.306232
Uttar Pradesh,2021,4,Kanpur Nagar,13055831,24968225095.50705
Uttar Pradesh,2021,4,Aligarh,7765317,15072461376.02834
Uttar Pradesh,2021,4,Mahoba,792543,1799125208.279094
Uttar Pradesh,2021,4,Lucknow,67415795,115688821642.09212
Uttar Pradesh,2021,4,Sant Kabeer Nagar,1634173,4460054199.734021
Uttar Pradesh,2021,4,Hathras,2019707,4284086960.9278436
Uttar Pradesh,2021,4,Budaun,1923046,4522179090.315058
Uttar Pradesh,2021,4,Moradabad,4700453,11208349342.77199
Uttar Pradesh,2021,4,Kushinagar,5159159,11909986083.03139
Uttar Pradesh,2021,4,Baghpat,2632493,5329822893.212368
Uttar Pradesh,2021,4,Shahjahanpur,1892839,4265217406.0511923
Uttar Pradesh,2021,4,Muzaffarnagar,4506330,9379680721.031658
Uttar Pradesh,2021,4,Ambedkar Nagar,2226303,4920282720.407322
Uttar Pradesh,2021,4,Bahraich,1563319,4028403896.6021338
Uttar Pradesh,2021,4,Jalaun,1969102,4328596082.28044
Uttar Pradesh,2021,4,Rampur,2074148,5087106404.625124
Uttar Pradesh,2021,4,Ballia,4228159,9286346980.632427
Uttar Pradesh,2021,4,Shravasti,395856,1033220696.77185
Uttar Pradesh,2021,4,Kasganj,1164954,2575818040.746259
Uttar Pradesh,2021,4,Varanasi,11458477,22020915567.445713
Uttar Pradesh,2021,4,Gautam Buddha Nagar,52546170,66955029270.37129
Uttar Pradesh,2021,4,Basti,2856072,7254083309.309664
Uttar Pradesh,2021,4,Shamli,1845084,4081648961.836449
Uttar Pradesh,2021,4,Maharajganj,2529576,6321410297.799974
Uttar Pradesh,2021,4,Etawah,2339410,4788547205.2284155
Uttar Pradesh,2021,4,Etah,1758883,3919757077.704958
Uttar Pradesh,2021,4,Banda,1070761,2424182245.956541
Uttar Pradesh,2021,4,Bijnor,3811347,8561630798.766277
Uttar Pradesh,2021,4,Hardoi,1958800,4333443603.022738
Uttar Pradesh,2021,4,Balrampur,1288662,3721070413.654215
Uttar Pradesh,2021,4,Amroha,2492004,5975143579.456725
Uttar Pradesh,2021,4,Pilibhit,1274358,2906462851.493411
Uttar Pradesh,2021,4,Mainpuri,2113665,4520682557.791234
Uttar Pradesh,2021,4,Kanpur Dehat,1603771,3708949649.161438
Uttar Pradesh,2021,4,Jaunpur,5100705,11624361312.504541
Uttar Pradesh,2021,4,Kaushambi,913002,2274136947.776567
Uttar Pradesh,2021,4,Hapur,3614646,6518053156.719271
Uttar Pradesh,2021,4,Hamirpur,934114,2264813632.945489
Uttar Pradesh,2021,4,Meerut,15531638,28699663710.75142
Uttar Pradesh,2021,4,Mathura,7115905,13919276418.61465
Uttar Pradesh,2021,4,Chitrakoot,680496,1729167230.4903152
Uttar Pradesh,2021,4,Lalitpur,1651783,3122246520.8050323
Uttar Pradesh,2021,4,Mau,2252199,5011302381.434206
Uttar Pradesh,2021,4,Mirzapur,2252737,5182409009.996835
Uttar Pradesh,2021,4,Bulandshahr,5912378,11425961876.66816
Uttar Pradesh,2021,4,Gonda,2483643,6834303399.345653
Uttar Pradesh,2021,4,Jhansi,5241111,10951192259.83568
Uttar Pradesh,2021,4,Chandauli,2333510,5185531900.205638
Uttar Pradesh,2021,4,Bhadohi,1653029,3190127960.9669204
Uttar Pradesh,2021,4,Pratapgarh,3109613,7064867179.599064
Uttar Pradesh,2021,4,Saharanpur,7697919,14666207704.97381
Uttar Pradesh,2021,4,Bara Banki,2320329,4765211805.556288
Uttar Pradesh,2021,4,Bareilly,6168436,13349355936.95394
Uttar Pradesh,2021,4,Sitapur,1876779,4010789883.0243807
Uttar Pradesh,2021,4,Sultanpur,2492622,5421042080.0420265
Uttar Pradesh,2021,4,Agra,11675242,22888020081.302624
Uttar Pradesh,2021,4,Fatehpur,1575457,3677127535.551172
Uttar Pradesh,2021,4,Rae Bareli,2087230,4494202664.729757
Uttar Pradesh,2021,4,Firozabad,3427750,7102293543.132497
Uttar Pradesh,2021,4,Kheri,2015929,4251644291.327563
Uttar Pradesh,2021,4,Gorakhpur,9958532,21591200217.753143
Uttar Pradesh,2021,4,Unnao,1981561,4233983853.8290195
Uttar Pradesh,2021,4,Prayagraj,14418013,25298767096.605213
Uttar Pradesh,2021,4,Sonbhadra,3061254,6361732322.361273
Uttar Pradesh,2021,4,Ghazipur,4383062,10069941265.69338
Uttar Pradesh,2021,4,Farrukhabad,1858142,3924149923.4374843
Uttar Pradesh,2021,4,Kannauj,1546012,3178556902.262876
Uttar Pradesh,2021,4,Azamgarh,4761451,10898639073.35659
Uttar Pradesh,2021,4,Ayodhya,3623487,7829010655.664968
Uttar Pradesh,2021,4,Deoria,4669892,10239489450.01958
Uttar Pradesh,2021,4,Ghaziabad,27945576,45871860827.12578
Uttar Pradesh,2022,1,Amethi,2281603,4949433384.917047
Uttar Pradesh,2022,1,Siddharthnagar,2766216,7877047599.021047
Uttar Pradesh,2022,1,Auraiya,1869183,3924566144.591461
Uttar Pradesh,2022,1,Sambhal,2241547,5793794917.485758
Uttar Pradesh,2022,1,Kanpur Nagar,14902263,27612832763.66238
Uttar Pradesh,2022,1,Aligarh,9297702,17226202534.103092
Uttar Pradesh,2022,1,Mahoba,1061513,2091213800.799283
Uttar Pradesh,2022,1,Lucknow,79740953,132456458141.91391
Uttar Pradesh,2022,1,Sant Kabeer Nagar,1809298,5006053011.63534
Uttar Pradesh,2022,1,Hathras,2544994,4961032408.739347
Uttar Pradesh,2022,1,Budaun,2468101,5559989020.570245
Uttar Pradesh,2022,1,Moradabad,5872116,13797959505.41576
Uttar Pradesh,2022,1,Kushinagar,5920919,13826323901.96047
Uttar Pradesh,2022,1,Baghpat,3134912,6015343104.730775
Uttar Pradesh,2022,1,Shahjahanpur,2362316,5179819610.987306
Uttar Pradesh,2022,1,Muzaffarnagar,5528162,11224151774.398142
Uttar Pradesh,2022,1,Ambedkar Nagar,2576776,5657979802.905908
Uttar Pradesh,2022,1,Bahraich,2051767,4932405539.104585
Uttar Pradesh,2022,1,Jalaun,2461314,5106027896.444149
Uttar Pradesh,2022,1,Rampur,2679287,6552422185.85049
Uttar Pradesh,2022,1,Ballia,4663445,10089387420.30872
Uttar Pradesh,2022,1,Shravasti,513337,1276881399.316775
Uttar Pradesh,2022,1,Kasganj,1490664,3098648302.683743
Uttar Pradesh,2022,1,Varanasi,13246317,24155800509.84869
Uttar Pradesh,2022,1,Gautam Buddha Nagar,58229149,74371363420.47154
Uttar Pradesh,2022,1,Basti,3171081,8259872955.513823
Uttar Pradesh,2022,1,Shamli,2386623,4984802640.681722
Uttar Pradesh,2022,1,Maharajganj,2935993,7443669136.4819565
Uttar Pradesh,2022,1,Etawah,2818952,5450090057.698875
Uttar Pradesh,2022,1,Etah,2222233,4658353697.005915
Uttar Pradesh,2022,1,Banda,1285406,2827317393.9028993
Uttar Pradesh,2022,1,Bijnor,4556385,10094430397.12046
Uttar Pradesh,2022,1,Hardoi,2397229,5226726883.148428
Uttar Pradesh,2022,1,Balrampur,1512682,4134411039.765115
Uttar Pradesh,2022,1,Amroha,3166176,7348977786.046395
Uttar Pradesh,2022,1,Pilibhit,1699024,3775699005.5242248
Uttar Pradesh,2022,1,Mainpuri,2658572,5379603826.633483
Uttar Pradesh,2022,1,Kanpur Dehat,1942905,4333786308.7505665
Uttar Pradesh,2022,1,Jaunpur,5732078,12339786015.769121
Uttar Pradesh,2022,1,Kaushambi,1055821,2603044267.946912
Uttar Pradesh,2022,1,Hapur,4252516,7654942019.249874
Uttar Pradesh,2022,1,Hamirpur,1194334,2605323820.8596163
Uttar Pradesh,2022,1,Meerut,17966278,32377627599.03032
Uttar Pradesh,2022,1,Mathura,8531094,15609347409.960981
Uttar Pradesh,2022,1,Chitrakoot,826329,2022569945.2552242
Uttar Pradesh,2022,1,Lalitpur,2194300,3579385466.472417
Uttar Pradesh,2022,1,Mau,2612859,5613834666.843266
