State,Year,Quarter,District,Registered_users
Telangana,2020,4,Karimnagar,428019
Telangana,2020,4,Bhadradri Kothagudem,328326
Telangana,2021,1,Hyderabad,3379663
Telangana,2021,1,Rangareddy,2906635
Telangana,2021,1,Medchal Malkajgiri,2450573
Telangana,2021,1,Sangareddy,767476
Telangana,2021,1,Warangal Urban,620947
Telangana,2021,1,Nalgonda,517727
Telangana,2021,1,Khammam,497818
Telangana,2021,1,Nizamabad,485751
Telangana,2021,1,Karimnagar,459407
Telangana,2021,1,Bhadradri Kothagudem,354847
Telangana,2021,2,Hyderabad,3598337
Telangana,2021,2,Rangareddy,3097973
Telangana,2021,2,Medchal Malkajgiri,2611159
Telangana,2021,2,Sangareddy,820387
Telangana,2021,2,Warangal Urban,661592
Telangana,2021,2,Nalgonda,555043
Telangana,2021,2,Khammam,532589
Telangana,2021,2,Nizamabad,518801
Telangana,2021,2,Karimnagar,490218
Telangana,2021,2,Bhadradri Kothagudem,380059
Telangana,2021,3,Hyderabad,3839513
Telangana,2021,3,Rangareddy,3310906
Telangana,2021,3,Medchal Malkajgiri,2790387
Telangana,2021,3,Sangareddy,880907
Telangana,2021,3,Warangal Urban,707591
Telangana,2021,3,Nalgonda,598288
Telangana,2021,3,Khammam,572647
Telangana,2021,3,Nizamabad,556044
Telangana,2021,3,Karimnagar,524929
Telangana,2021,3,Bhadradri Kothagudem,409224
Telangana,2021,4,Hyderabad,4081185
Telangana,2021,4,Rangareddy,3523496
Telangana,2021,4,Medchal Malkajgiri,2969740
Telangana,2021,4,Sangareddy,940845
Telangana,2021,4,Warangal Urban,753613
Telangana,2021,4,Nalgonda,641044
Telangana,2021,4,Khammam,612314
Telangana,2021,4,Nizamabad,593223
Telangana,2021,4,Karimnagar,559456
Telangana,2021,4,Bhadradri Kothagudem,438017
Telangana,2022,1,Hyderabad,4306136
Telangana,2022,1,Rangareddy,3722676
Telangana,2022,1,Medchal Malkajgiri,3138387
Telangana,2022,1,Sangareddy,997988
Telangana,2022,1,Warangal Urban,797162
Telangana,2022,1,Nalgonda,681754
Telangana,2022,1,Khammam,650223
Telangana,2022,1,Nizamabad,628661
Telangana,2022,1,Karimnagar,592752
Telangana,2022,1,Bhadradri Kothagudem,465349
Telangana,2022,2,Hyderabad,4519625
Telangana,2022,2,Rangareddy,3911372
Telangana,2022,2,Medchal Malkajgiri,3297882
Telangana,2022,2,Sangareddy,1051378
Telangana,2022,2,Warangal Urban,838533
Telangana,2022,2,Nalgonda,719911
Telangana,2022,2,Khammam,685755
Telangana,2022,2,Nizamabad,662427
Telangana,2022,2,Karimnagar,624054
Telangana,2022,2,Bhadradri Kothagudem,491003
Telangana,2022,3,Hyderabad,4739891
Telangana,2022,3,Rangareddy,4105107
Telangana,2022,3,Medchal Malkajgiri,3463208
Telangana,2022,3,Sangareddy,1106571
Telangana,2022,3,Warangal Urban,881363
Telangana,2022,3,Nalgonda,758377
Telangana,2022,3,Khammam,721877
Telangana,2022,3,Nizamabad,697031
Telangana,2022,3,Karimnagar,656534
Telangana,2022,3,Bhadradri Kothagudem,517431
Telangana,2022,4,Hyderabad,4962214
Telangana,2022,4,Rangareddy,4296707
Telangana,2022,4,Medchal Malkajgiri,3628619
Telangana,2022,4,Sangareddy,1159594
Telangana,2022,4,Warangal Urban,923715
Telangana,2022,4,Nalgonda,793688
Telangana,2022,4,Khammam,755705
Telangana,2022,4,Nizamabad,729287
Telangana,2022,4,Karimnagar,687385
Telangana,2022,4,Bhadradri Kothagudem,542203
Telangana,2023,1,Hyderabad,5176899
Telangana,2023,1,Rangareddy,4483193
Telangana,2023,1,Medchal Malkajgiri,3787461
Telangana,2023,1,Sangareddy,1212607
Telangana,2023,1,Warangal Urban,964802
Telangana,2023,1,Nalgonda,830827
Telangana,2023,1,Khammam,790500
Telangana,2023,1,Nizamabad,761985
Telangana,2023,1,Karimnagar,718193
Telangana,2023,1,Bhadradri Kothagudem,567571
Telangana,2023,2,Hyderabad,5349842
Telangana,2023,2,Rangareddy,4638501
Telangana,2023,2,Medchal Malkajgiri,3918732
Telangana,2023,2,Sangareddy,1259927
Telangana,2023,2,Warangal Urban,1000275
Telangana,2023,2,Nalgonda,866073
Telangana,2023,2,Khammam,822976
Telangana,2023,2,Nizamabad,792269
Telangana,2023,2,Karimnagar,745882
Telangana,2023,2,Bhadradri Kothagudem,591314
Telangana,2023,3,Hyderabad,5543537
Telangana,2023,3,Rangareddy,4809474
Telangana,2023,3,Medchal Malkajgiri,4064256
Telangana,2023,3,Sangareddy,1310211
Telangana,2023,3,Warangal Urban,1039220
Telangana,2023,3,Nalgonda,902281
Telangana,2023,3,Khammam,857112
Telangana,2023,3,Nizamabad,823846
Telangana,2023,3,Karimnagar,775594
Telangana,2023,3,Bhadradri Kothagudem,616038
Telangana,2023,4,Hyderabad,5720710
Telangana,2023,4,Rangareddy,4964411
Telangana,2023,4,Medchal Malkajgiri,4195726
Telangana,2023,4,Sangareddy,1356536
Telangana,2023,4,Warangal Urban,1075692
Telangana,2023,4,Nalgonda,936167
Telangana,2023,4,Khammam,888902
Telangana,2023,4,Nizamabad,854338
Telangana,2023,4,Karimnagar,803398
Telangana,2023,4,Bhadradri Kothagudem,638916
Telangana,2024,1,Hyderabad,5928930
Telangana,2024,1,Rangareddy,5149421
Telangana,2024,1,Medchal Malkajgiri,4352811
Telangana,2024,1,Sangareddy,1411306
Telangana,2024,1,Warangal Urban,1117693
Telangana,2024,1,Nalgonda,975830
Telangana,2024,1,Khammam,925918
Telangana,2024,1,Nizamabad,889165
Telangana,2024,1,Karimnagar,835681
Telangana,2024,1,Bhadradri Kothagudem,666127
Tripura,2018,1,West Tripura,27242
Tripura,2018,1,South Tripura,5361
Tripura,2018,1,Sepahijala,4664
Tripura,2018,1,Gomati,4509
Tripura,2018,1,North Tripura,4432
Tripura,2018,1,Dhalai,3448
Tripura,2018,1,Khowai,3017
Tripura,2018,1,Unakoti,2484
Tripura,2018,2,West Tripura,40345
Tripura,2018,2,South Tripura,8068
Tripura,2018,2,Sepahijala,7217
Tripura,2018,2,Gomati,6973
Tripura,2018,2,North Tripura,6702
Tripura,2018,2,Dhalai,5549
Tripura,2018,2,Khowai,4674
Tripura,2018,2,Unakoti,3841
Tripura,2018,3,West Tripura,53531
Tripura,2018,3,South Tripura,12286
Tripura,2018,3,Sepahijala,10803
Tripura,2018,3,Gomati,10168
Tripura,2018,3,North Tripura,9771
Tripura,2018,3,Dhalai,8039
Tripura,2018,3,Khowai,6816
Tripura,2018,3,Unakoti,5460
Tripura,2018,4,West Tripura,67549
Tripura,2018,4,South Tripura,16426
Tripura,2018,4,Sepahijala,14973
Tripura,2018,4,Gomati,13542
Tripura,2018,4,North Tripura,13150
Tripura,2018,4,Dhalai,10877
Tripura,2018,4,Khowai,9488
Tripura,2018,4,Unakoti,7260
Tripura,2019,1,West Tripura,79732
Tripura,2019,1,South Tripura,19784
Tripura,2019,1,Sepahijala,18086
Tripura,2019,1,Gomati,16370
Tripura,2019,1,North Tripura,15986
Tripura,2019,1,Dhalai,13219
Tripura,2019,1,Khowai,11327
Tripura,2019,1,Unakoti,8750
Tripura,2019,2,West Tripura,93241
Tripura,2019,2,South Tripura,23743
Tripura,2019,2,Sepahijala,21673
Tripura,2019,2,North Tripura,19505
Tripura,2019,2,Gomati,19437
Tripura,2019,2,Dhalai,15893
Tripura,2019,2,Khowai,13523
Tripura,2019,2,Unakoti,10629
Tripura,2019,3,West Tripura,104949
Tripura,2019,3,South Tripura,26573
Tripura,2019,3,Sepahijala,24332
Tripura,2019,3,North Tripura,22522
Tripura,2019,3,Gomati,21722
Tripura,2019,3,Dhalai,18140
Tripura,2019,3,Khowai,15092
Tripura,2019,3,Unakoti,12126
Tripura,2019,4,West Tripura,114108
Tripura,2019,4,South Tripura,29753
Tripura,2019,4,Sepahijala,27322
Tripura,2019,4,North Tripura,25703
Tripura,2019,4,Gomati,24160
Tripura,2019,4,Dhalai,20609
Tripura,2019,4,Khowai,16819
Tripura,2019,4,Unakoti,13824
Tripura,2020,1,West Tripura,124538
Tripura,2020,1,South Tripura,32716
Tripura,2020,1,Sepahijala,30379
Tripura,2020,1,North Tripura,28648
Tripura,2020,1,Gomati,26688
Tripura,2020,1,Dhalai,22808
Tripura,2020,1,Khowai,18592
Tripura,2020,1,Unakoti,15593
Tripura,2020,2,West Tripura,137156
Tripura,2020,2,South Tripura,36522
Tripura,2020,2,Sepahijala,35017
Tripura,2020,2,North Tripura,32851
Tripura,2020,2,Gomati,30323
Tripura,2020,2,Dhalai,26043
Tripura,2020,2,Khowai,20922
Tripura,2020,2,Unakoti,17832
Tripura,2020,3,West Tripura,151432
Tripura,2020,3,South Tripura,40797
Tripura,2020,3,Sepahijala,39970
Tripura,2020,3,North Tripura,37284
Tripura,2020,3,Gomati,34073
Tripura,2020,3,Dhalai,29515
Tripura,2020,3,Khowai,23565
Tripura,2020,3,Unakoti,20095
Tripura,2020,4,West Tripura,163752
Tripura,2020,4,South Tripura,43899
Tripura,2020,4,Sepahijala,43722
Tripura,2020,4,North Tripura,40886
Tripura,2020,4,Gomati,37129
Tripura,2020,4,Dhalai,32210
Tripura,2020,4,Khowai,25507
Tripura,2020,4,Unakoti,22005
Tripura,2021,1,West Tripura,175841
Tripura,2021,1,South Tripura,47052
Tripura,2021,1,Sepahijala,46925
Tripura,2021,1,North Tripura,44051
Tripura,2021,1,Gomati,39920
Tripura,2021,1,Dhalai,34747
Tripura,2021,1,Khowai,27361
Tripura,2021,1,Unakoti,23739
Tripura,2021,2,West Tripura,188123
Tripura,2021,2,Sepahijala,50606
Tripura,2021,2,South Tripura,50556
Tripura,2021,2,North Tripura,47392
Tripura,2021,2,Gomati,42972
Tripura,2021,2,Dhalai,37460
Tripura,2021,2,Khowai,29432
Tripura,2021,2,Unakoti,25612
Tripura,2021,3,West Tripura,202122
Tripura,2021,3,Sepahijala,54797
Tripura,2021,3,South Tripura,54747
Tripura,2021,3,North Tripura,51321
Tripura,2021,3,Gomati,46535
Tripura,2021,3,Dhalai,40679
Tripura,2021,3,Khowai,31900
Tripura,2021,3,Unakoti,27828
Tripura,2021,4,West Tripura,215860
Tripura,2021,4,Sepahijala,58818
Tripura,2021,4,South Tripura,58777
Tripura,2021,4,North Tripura,55009
Tripura,2021,4,Gomati,49981
Tripura,2021,4,Dhalai,43705
Tripura,2021,4,Khowai,34253
Tripura,2021,4,Unakoti,29889
Tripura,2022,1,West Tripura,229161
Tripura,2022,1,Sepahijala,62906
Tripura,2022,1,South Tripura,62764
Tripura,2022,1,North Tripura,58694
Tripura,2022,1,Gomati,53356
Tripura,2022,1,Dhalai,46680
Tripura,2022,1,Khowai,36592
Tripura,2022,1,Unakoti,31971
Tripura,2022,2,West Tripura,242041
Tripura,2022,2,Sepahijala,66602
Tripura,2022,2,South Tripura,66478
Tripura,2022,2,North Tripura,62140
Tripura,2022,2,Gomati,56510
Tripura,2022,2,Dhalai,49424
Tripura,2022,2,Khowai,38683
Tripura,2022,2,Unakoti,33904
Tripura,2022,3,West Tripura,255161
Tripura,2022,3,Sepahijala,70255
Tripura,2022,3,South Tripura,70107
Tripura,2022,3,North Tripura,65452
Tripura,2022,3,Gomati,59506
Tripura,2022,3,Dhalai,52074
Tripura,2022,3,Khowai,40758
Tripura,2022,3,Unakoti,35830
Tripura,2022,4,West Tripura,267713
Tripura,2022,4,Sepahijala,73240
Tripura,2022,4,South Tripura,73117
Tripura,2022,4,North Tripura,68352
Tripura,2022,4,Gomati,62115
Tripura,2022,4,Dhalai,54280
Tripura,2022,4,Khowai,42490
Tripura,2022,4,Unakoti,37434
Tripura,2023,1,West Tripura,280021
Tripura,2023,1,Sepahijala,76900
Tripura,2023,1,South Tripura,76631
Tripura,2023,1,North Tripura,71616
Tripura,2023,1,Gomati,65137
Tripura,2023,1,Dhalai,56918
Tripura,2023,1,Khowai,44453
Tripura,2023,1,Unakoti,39208
Tripura,2023,2,West Tripura,291531
Tripura,2023,2,Sepahijala,80758
Tripura,2023,2,South Tripura,80248
Tripura,2023,2,North Tripura,74840
Tripura,2023,2,Gomati,68250
Tripura,2023,2,Dhalai,59728
Tripura,2023,2,Khowai,46636
Tripura,2023,2,Unakoti,41033
Tripura,2023,3,West Tripura,303494
Tripura,2023,3,Sepahijala,84329
Tripura,2023,3,South Tripura,83713
Tripura,2023,3,North Tripura,78079
Tripura,2023,3,Gomati,71255
Tripura,2023,3,Dhalai,62353
Tripura,2023,3,Khowai,48652
Tripura,2023,3,Unakoti,42803
Tripura,2023,4,West Tripura,315337
Tripura,2023,4,Sepahijala,87910
Tripura,2023,4,South Tripura,87397
Tripura,2023,4,North Tripura,81280
Tripura,2023,4,Gomati,74242
Tripura,2023,4,Dhalai,64896
Tripura,2023,4,Khowai,50673
Tripura,2023,4,Unakoti,44609
Tripura,2024,1,West Tripura,328332
Tripura,2024,1,Sepahijala,92008
Tripura,2024,1,South Tripura,91509
Tripura,2024,1,North Tripura,84974
Tripura,2024,1,Gomati,77781
Tripura,2024,1,Dhalai,67846
Tripura,2024,1,Khowai,53079
Tripura,2024,1,Unakoti,46606
Uttar Pradesh,2018,1,Gautam Buddha Nagar,448768
Uttar Pradesh,2018,1,Lucknow,380070
Uttar Pradesh,2018,1,Ghaziabad,329683
Uttar Pradesh,2018,1,Prayagraj,220198
Uttar Pradesh,2018,1,Kanpur Nagar,208389
Uttar Pradesh,2018,1,Varanasi,206788
Uttar Pradesh,2018,1,Agra,148387
Uttar Pradesh,2018,1,Gorakhpur,132769
Uttar Pradesh,2018,1,Meerut,123619
Uttar Pradesh,2018,1,Bareilly,112369
Uttar Pradesh,2018,2,Gautam Buddha Nagar,586350
Uttar Pradesh,2018,2,Lucknow,506261
Uttar Pradesh,2018,2,Ghaziabad,434115
Uttar Pradesh,2018,2,Prayagraj,297113
Uttar Pradesh,2018,2,Varanasi,288325
Uttar Pradesh,2018,2,Kanpur Nagar,285101
Uttar Pradesh,2018,2,Agra,205298
Uttar Pradesh,2018,2,Gorakhpur,181126
Uttar Pradesh,2018,2,Meerut,167212
Uttar Pradesh,2018,2,Bareilly,152939
Uttar Pradesh,2018,3,Gautam Buddha Nagar,727480
Uttar Pradesh,2018,3,Lucknow,620328
Uttar Pradesh,2018,3,Ghaziabad,538532
Uttar Pradesh,2018,3,Prayagraj,363743
Uttar Pradesh,2018,3,Varanasi,352604
Uttar Pradesh,2018,3,Kanpur Nagar,349250
Uttar Pradesh,2018,3,Agra,257453
Uttar Pradesh,2018,3,Gorakhpur,224409
Uttar Pradesh,2018,3,Meerut,205977
Uttar Pradesh,2018,3,Bareilly,187467
Uttar Pradesh,2018,4,Gautam Buddha Nagar,951342
Uttar Pradesh,2018,4,Lucknow,765152
Uttar Pradesh,2018,4,Ghaziabad,713372
Uttar Pradesh,2018,4,Prayagraj,451019
Uttar Pradesh,2018,4,Varanasi,447144
Uttar Pradesh,2018,4,Kanpur Nagar,434315
Uttar Pradesh,2018,4,Agra,322749
Uttar Pradesh,2018,4,Gorakhpur,279761
Uttar Pradesh,2018,4,Meerut,258843
Uttar Pradesh,2018,4,Bareilly,233073
Uttar Pradesh,2019,1,Gautam Buddha Nagar,1143614
Uttar Pradesh,2019,1,Lucknow,896208
Uttar Pradesh,2019,1,Ghaziabad,859583
Uttar Pradesh,2019,1,Prayagraj,532230
Uttar Pradesh,2019,1,Varanasi,524667
Uttar Pradesh,2019,1,Kanpur Nagar,511583
Uttar Pradesh,2019,1,Agra,392222
Uttar Pradesh,2019,1,Gorakhpur,336196
Uttar Pradesh,2019,1,Meerut,311930
Uttar Pradesh,2019,1,Bareilly,279714
Uttar Pradesh,2019,2,Gautam Buddha Nagar,1282816
Uttar Pradesh,2019,2,Lucknow,1011470
Uttar Pradesh,2019,2,Ghaziabad,975605
Uttar Pradesh,2019,2,Prayagraj,602739
Uttar Pradesh,2019,2,Kanpur Nagar,585796
Uttar Pradesh,2019,2,Varanasi,583444
Uttar Pradesh,2019,2,Agra,461224
Uttar Pradesh,2019,2,Gorakhpur,387961
Uttar Pradesh,2019,2,Meerut,361091
Uttar Pradesh,2019,2,Bareilly,318597
Uttar Pradesh,2019,3,Gautam Buddha Nagar,1415905
Uttar Pradesh,2019,3,Lucknow,1124832
Uttar Pradesh,2019,3,Ghaziabad,1088568
Uttar Pradesh,2019,3,Prayagraj,667277
Uttar Pradesh,2019,3,Kanpur Nagar,655175
Uttar Pradesh,2019,3,Varanasi,639586
Uttar Pradesh,2019,3,Agra,530228
Uttar Pradesh,2019,3,Gorakhpur,434172
Uttar Pradesh,2019,3,Meerut,408972
Uttar Pradesh,2019,3,Bareilly,356146
Uttar Pradesh,2019,4,Gautam Buddha Nagar,1537791
Uttar Pradesh,2019,4,Lucknow,1221681
Uttar Pradesh,2019,4,Ghaziabad,1189357
Uttar Pradesh,2019,4,Prayagraj,738307
Uttar Pradesh,2019,4,Kanpur Nagar,718251
Uttar Pradesh,2019,4,Varanasi,706509
Uttar Pradesh,2019,4,Agra,593453
Uttar Pradesh,2019,4,Gorakhpur,483523
Uttar Pradesh,2019,4,Meerut,455353
Uttar Pradesh,2019,4,Bareilly,398897
Uttar Pradesh,2020,1,Gautam Buddha Nagar,1656331
Uttar Pradesh,2020,1,Lucknow,1329098
Uttar Pradesh,2020,1,Ghaziabad,1296464
Uttar Pradesh,2020,1,Prayagraj,816436
Uttar Pradesh,2020,1,Kanpur Nagar,788847
Uttar Pradesh,2020,1,Varanasi,777234
Uttar Pradesh,2020,1,Agra,668251
Uttar Pradesh,2020,1,Gorakhpur,539316
Uttar Pradesh,2020,1,Meerut,509693
Uttar Pradesh,2020,1,Bareilly,452872
Uttar Pradesh,2020,2,Gautam Buddha Nagar,1756163
Uttar Pradesh,2020,2,Lucknow,1434386
Uttar Pradesh,2020,2,Ghaziabad,1399514
Uttar Pradesh,2020,2,Prayagraj,892787
Uttar Pradesh,2020,2,Kanpur Nagar,864991
Uttar Pradesh,2020,2,Varanasi,851213
Uttar Pradesh,2020,2,Agra,746336
Uttar Pradesh,2020,2,Gorakhpur,600961
Uttar Pradesh,2020,2,Meerut,566838
Uttar Pradesh,2020,2,Bareilly,507342
Uttar Pradesh,2020,3,Gautam Buddha Nagar,1885370
Uttar Pradesh,2020,3,Lucknow,1551932
Uttar Pradesh,2020,3,Ghaziabad,1518450
Uttar Pradesh,2020,3,Prayagraj,974228
Uttar Pradesh,2020,3,Kanpur Nagar,941379
Uttar Pradesh,2020,3,Varanasi,927313
Uttar Pradesh,2020,3,Agra,822893
Uttar Pradesh,2020,3,Gorakhpur,661272
Uttar Pradesh,2020,3,Meerut,624570
Uttar Pradesh,2020,3,Bareilly,558821
Uttar Pradesh,2020,4,Gautam Buddha Nagar,2030178
Uttar Pradesh,2020,4,Lucknow,1684510
Uttar Pradesh,2020,4,Ghaziabad,1647330
Uttar Pradesh,2020,4,Prayagraj,1059982
Uttar Pradesh,2020,4,Kanpur Nagar,1022768
Uttar Pradesh,2020,4,Varanasi,1003989
Uttar Pradesh,2020,4,Agra,900497
Uttar Pradesh,2020,4,Gorakhpur,722618
Uttar Pradesh,2020,4,Meerut,686266
Uttar Pradesh,2020,4,Bareilly,611236
Uttar Pradesh,2021,1,Gautam Buddha Nagar,2181874
Uttar Pradesh,2021,1,Lucknow,1813076
Uttar Pradesh,2021,1,Ghaziabad,1773332
Uttar Pradesh,2021,1,Prayagraj,1143612
Uttar Pradesh,2021,1,Kanpur Nagar,1100587
Uttar Pradesh,2021,1,Varanasi,1079309
Uttar Pradesh,2021,1,Agra,974389
Uttar Pradesh,2021,1,Gorakhpur,780306
Uttar Pradesh,2021,1,Meerut,741901
Uttar Pradesh,2021,1,Bareilly,662143
Uttar Pradesh,2021,2,Gautam Buddha Nagar,2329954
Uttar Pradesh,2021,2,Lucknow,1937173
Uttar Pradesh,2021,2,Ghaziabad,1895314
Uttar Pradesh,2021,2,Prayagraj,1225800
Uttar Pradesh,2021,2,Kanpur Nagar,1176708
Uttar Pradesh,2021,2,Varanasi,1154661
Uttar Pradesh,2021,2,Agra,1044788
Uttar Pradesh,2021,2,Gorakhpur,835887
Uttar Pradesh,2021,2,Meerut,794314
Uttar Pradesh,2021,2,Bareilly,710778
Uttar Pradesh,2021,3,Gautam Buddha Nagar,2496114
Uttar Pradesh,2021,3,Lucknow,2076033
Uttar Pradesh,2021,3,Ghaziabad,2031752
Uttar Pradesh,2021,3,Prayagraj,1320432
Uttar Pradesh,2021,3,Kanpur Nagar,1263050
Uttar Pradesh,2021,3,Varanasi,1239725
Uttar Pradesh,2021,3,Agra,1124720
Uttar Pradesh,2021,3,Gorakhpur,900171
Uttar Pradesh,2021,3,Meerut,853246
Uttar Pradesh,2021,3,Bareilly,766809
Uttar Pradesh,2021,4,Gautam Buddha Nagar,2664034
Uttar Pradesh,2021,4,Lucknow,2215886
Uttar Pradesh,2021,4,Ghaziabad,2169109
Uttar Pradesh,2021,4,Prayagraj,1414447
Uttar Pradesh,2021,4,Kanpur Nagar,1349794
Uttar Pradesh,2021,4,Varanasi,1325315
Uttar Pradesh,2021,4,Agra,1204274
Uttar Pradesh,2021,4,Gorakhpur,964667
Uttar Pradesh,2021,4,Meerut,911852
Uttar Pradesh,2021,4,Bareilly,821986
Uttar Pradesh,2022,1,Gautam Buddha Nagar,2822463
Uttar Pradesh,2022,1,Lucknow,2348173
Uttar Pradesh,2022,1,Ghaziabad,2298103
Uttar Pradesh,2022,1,Prayagraj,1504572
Uttar Pradesh,2022,1,Kanpur Nagar,1431918
Uttar Pradesh,2022,1,Varanasi,1406056
Uttar Pradesh,2022,1,Agra,1279852
Uttar Pradesh,2022,1,Gorakhpur,1027283
Uttar Pradesh,2022,1,Meerut,967325
Uttar Pradesh,2022,1,Bareilly,875033
Uttar Pradesh,2022,2,Gautam Buddha Nagar,2973360
Uttar Pradesh,2022,2,Lucknow,2474317
Uttar Pradesh,2022,2,Ghaziabad,2421605
Uttar Pradesh,2022,2,Prayagraj,1590032
Uttar Pradesh,2022,2,Kanpur Nagar,1510491
Uttar Pradesh,2022,2,Varanasi,1483315
Uttar Pradesh,2022,2,Agra,1351856
Uttar Pradesh,2022,2,Gorakhpur,1086399
Uttar Pradesh,2022,2,Meerut,1020429
Uttar Pradesh,2022,2,Bareilly,925536
Uttar Pradesh,2022,3,Gautam Buddha Nagar,3130224
Uttar Pradesh,2022,3,Lucknow,2604663
Uttar Pradesh,2022,3,Ghaziabad,2549377
Uttar Pradesh,2022,3,Prayagraj,1678668
Uttar Pradesh,2022,3,Kanpur Nagar,1592126
Uttar Pradesh,2022,3,Varanasi,1563730
Uttar Pradesh,2022,3,Agra,1426154
Uttar Pradesh,2022,3,Gorakhpur,1148103
Uttar Pradesh,2022,3,Meerut,1075255
Uttar Pradesh,2022,3,Bareilly,977218
Uttar Pradesh,2022,4,Gautam Buddha Nagar,3286371
Uttar Pradesh,2022,4,Lucknow,2734333
Uttar Pradesh,2022,4,Ghaziabad,2676888
Uttar Pradesh,2022,4,Prayagraj,1763014
Uttar Pradesh,2022,4,Kanpur Nagar,1673173
Uttar Pradesh,2022,4,Varanasi,1641943
Uttar Pradesh,2022,4,Agra,1497144
Uttar Pradesh,2022,4,Gorakhpur,1205580
Uttar Pradesh,2022,4,Meerut,1127324
Uttar Pradesh,2022,4,Bareilly,1025341
Uttar Pradesh,2023,1,Gautam Buddha Nagar,3434422
Uttar Pradesh,2023,1,Lucknow,2858255
Uttar Pradesh,2023,1,Ghaziabad,2798185
Uttar Pradesh,2023,1,Prayagraj,1847496
Uttar Pradesh,2023,1,Kanpur Nagar,1751281
Uttar Pradesh,2023,1,Varanasi,1718122
Uttar Pradesh,2023,1,Agra,1567104
Uttar Pradesh,2023,1,Gorakhpur,1263672
Uttar Pradesh,2023,1,Meerut,1178230
Uttar Pradesh,2023,1,Bareilly,1073906
Uttar Pradesh,2023,2,Gautam Buddha Nagar,3562632
Uttar Pradesh,2023,2,Lucknow,2965623
Uttar Pradesh,2023,2,Ghaziabad,2904454
Uttar Pradesh,2023,2,Prayagraj,1923415
Uttar Pradesh,2023,2,Kanpur Nagar,1819802
Uttar Pradesh,2023,2,Varanasi,1786176
Uttar Pradesh,2023,2,Agra,1630258
Uttar Pradesh,2023,2,Gorakhpur,1315842
Uttar Pradesh,2023,2,Meerut,1224499
Uttar Pradesh,2023,2,Bareilly,1119305
Uttar Pradesh,2023,3,Gautam Buddha Nagar,3694806
Uttar Pradesh,2023,3,Lucknow,3079592
Uttar Pradesh,2023,3,Ghaziabad,3015494
Uttar Pradesh,2023,3,Prayagraj,2002831
Uttar Pradesh,2023,3,Kanpur Nagar,1892032
Uttar Pradesh,2023,3,Varanasi,1857307
Uttar Pradesh,2023,3,Agra,1696452
Uttar Pradesh,2023,3,Gorakhpur,1370080
Uttar Pradesh,2023,3,Meerut,1272850
Uttar Pradesh,2023,3,Bareilly,1164885
Uttar Pradesh,2023,4,Gautam Buddha Nagar,3820774
Uttar Pradesh,2023,4,Lucknow,3186571
Uttar Pradesh,2023,4,Ghaziabad,3120359
Uttar Pradesh,2023,4,Prayagraj,2077118
Uttar Pradesh,2023,4,Kanpur Nagar,1960237
Uttar Pradesh,2023,4,Varanasi,1924417
Uttar Pradesh,2023,4,Agra,1757237
Uttar Pradesh,2023,4,Gorakhpur,1422116
Uttar Pradesh,2023,4,Meerut,1317753
Uttar Pradesh,2023,4,Bareilly,1207371
Uttar Pradesh,2024,1,Gautam Buddha Nagar,3965080
Uttar Pradesh,2024,1,Lucknow,3309599
Uttar Pradesh,2024,1,Ghaziabad,3240845
Uttar Pradesh,2024,1,Prayagraj,2163437
Uttar Pradesh,2024,1,Kanpur Nagar,2038863
Uttar Pradesh,2024,1,Varanasi,2000419
Uttar Pradesh,2024,1,Agra,1827812
Uttar Pradesh,2024,1,Gorakhpur,1482201
Uttar Pradesh,2024,1,Meerut,1369150
Uttar Pradesh,2024,1,Bareilly,1256323
Uttarakhand,2018,1,Dehradun,147998
Uttarakhand,2018,1,Haridwar,104823
Uttarakhand,2018,1,Udham Singh Nagar,100236
Uttarakhand,2018,1,Nainital,49083
Uttarakhand,2018,1,Pauri Garhwal,20425
Uttarakhand,2018,1,Tehri Garhwal,13030
Uttarakhand,2018,1,Almora,11367
Uttarakhand,2018,1,Pithoragarh,8836
Uttarakhand,2018,1,Chamoli,7493
Uttarakhand,2018,1,Uttarkashi,5816
Uttarakhand,2018,2,Dehradun,198296
Uttarakhand,2018,2,Haridwar,140718
Uttarakhand,2018,2,Udham Singh Nagar,132549
Uttarakhand,2018,2,Nainital,65142
Uttarakhand,2018,2,Pauri Garhwal,28153
Uttarakhand,2018,2,Tehri Garhwal,18021
Uttarakhand,2018,2,Almora,15473
Uttarakhand,2018,2,Pithoragarh,12486
Uttarakhand,2018,2,Chamoli,10502
Uttarakhand,2018,2,Uttarkashi,8227
Uttarakhand,2018,3,Dehradun,246477
Uttarakhand,2018,3,Haridwar,174526
Uttarakhand,2018,3,Udham Singh Nagar,162754
Uttarakhand,2018,3,Nainital,79936
Uttarakhand,2018,3,Pauri Garhwal,36059
Uttarakhand,2018,3,Tehri Garhwal,23575
Uttarakhand,2018,3,Almora,20152
Uttarakhand,2018,3,Pithoragarh,16483
Uttarakhand,2018,3,Chamoli,14112
Uttarakhand,2018,3,Uttarkashi,10793
Uttarakhand,2018,4,Dehradun,306969
Uttarakhand,2018,4,Haridwar,217634
Uttarakhand,2018,4,Udham Singh Nagar,200079
Uttarakhand,2018,4,Nainital,98591
Uttarakhand,2018,4,Pauri Garhwal,45898
Uttarakhand,2018,4,Tehri Garhwal,30089
Uttarakhand,2018,4,Almora,26282
Uttarakhand,2018,4,Pithoragarh,21378
Uttarakhand,2018,4,Chamoli,18391
